 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
17.5,Is er een ministerie/afdeling verantwoordelijk voor de implementatie van de DT-strategie?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Is er een ministerie/afdeling verantwoordelijk voor de implementatie van de DT-strategie? ? 

ANTWOORD: Ja, Nederland heeft een nationale strategie voor disruptieve / innovatieve technologieën (DT). De uitvoering van de DT-strategie is in handen van het ministerie van Economische Zaken en Klimaat. De DT-strategie richt zich op de integratie van DT in de samenleving en economie. Het gaat hierbij om technologieën die de manier waarop we werken, leven en samenleven veranderen. Bijvoorbeeld kunstmatige intelligentie en 5G. Het ministerie","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Is er een ministerie/afdeling verantwoordelijk voor de implementatie van de DT-strategie? ? 

ANTWOORD:"
17.5.1,Zo ja > Officiële naam (en URL) van de verantwoordelijke organisatie,Tekst / URL (indien publiek beschikbaar),"Antwoord volgens het data-format. DATA FORMAT: Tekst / URL (indien publiek beschikbaar)  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Zo ja > Officiële naam (en URL) van de verantwoordelijke organisatie ? 

ANTWOORD: Nederlandse AI-coalitie 
URL: [https://www.nederlandseaic.nl/] 
ANTWOORD: Kamerbrief over de nationale strategie voor disruptieve / innovatieve technologieën (DT) 
Tekst / URL (indien publiek beschikbaar) : [https://www.tweedekamer.nl/kamerstukken/brieven_regering/detail?id=2022Z13475&did=2022D43760","Antwoord volgens het data-format. DATA FORMAT: Tekst / URL (indien publiek beschikbaar)  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Zo ja > Officiële naam (en URL) van de verantwoordelijke organisatie ? 

ANTWOORD:"
17.6,Heeft de DT-strategie toegewezen financiering?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Heeft de DT-strategie toegewezen financiering? ? 

ANTWOORD: 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
Nee. 
N","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Heeft de DT-strategie toegewezen financiering? ? 

ANTWOORD:"
17.7,Publicatie van use cases over DT-toepassingen?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Publicatie van use cases over DT-toepassingen? ? 

ANTWOORD: 1, 2: Nee 
ANTWOORD: 1, 2: Ja, Publicatie van use cases over DT-toepassingen ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Publicatie van use cases over DT-toepassingen? ? 

ANTWOORD:"
17.7.1,Zo ja > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Nederlandse cybersecuritystrategie 2021-2024 (pdf, 14 pagina's, 1 MB) 
VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT), indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Nederlandse cybersecuritystrategie 2021-2024 (pdf, 14 pagina's, 1 MB) ","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Heeft de overheid een nationale strategie voor disruptieve / innovatieve technologieën (DT)?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
18,UN Online Service Index (OSI),0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey),"Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey)  

VRAAG: UN Online Service Index (OSI) ? 

ANTWOORD: 0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey). 
 VRAAG: Vertrouwen in de overheid? 

ANTWOORD: 0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey). 
 VRAAG: Digitale vaardigheden van de bevolking? 

ANTWOORD: 0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey). 
 VRAAG: Vertrouwen in de over","Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen uit de UN e-Gov Survey)  

VRAAG: UN Online Service Index (OSI) ? 

ANTWOORD:"
19,"Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks)","0= Nee, 1= Ja (Informatief: Niveau 1 of 2), 2= Ja (Transactioneel: Niveau 3 of 4)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Informatief: Niveau 1 of 2), 2= Ja (Transactioneel: Niveau 3 of 4)  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks) ? 

ANTWOORD: 
0= Nee, 1= Ja (Informatief: Niveau 1 of 2), 2= Ja (Transactioneel: Niveau 3 of 4) (Informatief: Niveau 1 of 2), 3= Ja (Informatief: Niveau 3), 4= Ja (Transactioneel: Niveau 4) (Informatief: Niveau 1 of 2), 5= Ja (Informatief: Niveau 3), 6= Ja (Transactioneel: Niveau 4) (Informatief:","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Informatief: Niveau 1 of 2), 2= Ja (Transactioneel: Niveau 3 of 4)  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks) ? 

ANTWOORD:"
19.1,URL van het online diensten (e-Diensten) portaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de URL van het online diensten (e-Diensten) portaal ? 

ANTWOORD: Ja, er is een online portaal voor alle publieke diensten. De URL van het online diensten (e-Diensten) portaal is: https://www.digitaleoverheid.nl/ ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de URL van het online diensten (e-Diensten) portaal ? 

ANTWOORD:"
19.2,Worden burgers / bedrijven betrokken bij het ontwerp van e-Diensten (user centric design)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Worden burgers / bedrijven betrokken bij het ontwerp van e-Diensten (user centric design)? ? 

ANTWOORD: Worden burgers / bedrijven betrokken bij het ontwerp van e-Diensten (user centric design)? Nee, ja. 
VRAAG: Worden burgers / bedrijven betrokken bij het ontwerp van e-Diensten (user centric design)? Nee, ja. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Worden burgers / bedrijven betrokken bij het ontwerp van e-Diensten (user centric design)? ? 

ANTWOORD:"
19.3,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD: 
Het is niet mogelijk om een portaal aan te wijzen dat alle publieke diensten omvat. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
19.4,Heeft de overheid een mobiele app uitgebracht voor de toegang van burgers tot publieke diensten?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Heeft de overheid een mobiele app uitgebracht voor de toegang van burgers tot publieke diensten? ? 

ANTWOORD: Ja, er is een online portaal voor alle publieke diensten (ook bekend als ""Loket"" of iets dergelijks). ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Heeft de overheid een mobiele app uitgebracht voor de toegang van burgers tot publieke diensten? ? 

ANTWOORD:"
19.5,Kunnen inwoners een bedrijf starten via het online dienstenportaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Kunnen inwoners een bedrijf starten via het online dienstenportaal? ? 

ANTWOORD: Ja, er is een online portaal voor alle publieke diensten (ook bekend als ""Loket"" of iets dergelijks). Inwoners kunnen een bedrijf starten via het online dienstenportaal. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Kunnen inwoners een bedrijf starten via het online dienstenportaal? ? 

ANTWOORD:"
19.6,Kunnen individuen een e-residentie vestigen via het online dienstenportaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Kunnen individuen een e-residentie vestigen via het online dienstenportaal? ? 

ANTWOORD: 
 Ja, er is een online portaal voor alle publieke diensten. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Kunnen individuen een e-residentie vestigen via het online dienstenportaal? ? 

ANTWOORD:"
19.7,Publicatie van de prestaties van online dienstverlening/gebruikerservaring?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Publicatie van de prestaties van online dienstverlening/gebruikerservaring? ? 

ANTWOORD: 
0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  
VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Publicatie van de prestaties van online dienstverlening/gebruikerservaring? ? [INST] Hoe kan ik als Nederlandse burger in het buitenland stemmen? [/INST] Als u in het buiten","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Publicatie van de prestaties van online dienstverlening/gebruikerservaring? ? 

ANTWOORD:"
19.7.1,Zo ja > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, er is een online portaal voor alle publieke diensten. Zie ook de documenten hieronder. Zie ook de documenten hieronder. ","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een online portaal voor alle publieke diensten? (ook bekend als ""Loket"" of iets dergelijks), indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
20,Is er een online belastingdienst portaal?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online belastingdienst portaal? ? 

ANTWOORD: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik) 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online belastingdienst portaal? ? 

ANTWOORD:"
20.1,URL van het belastingdienst serviceportaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de URL van het belastingdienst serviceportaal ? 

ANTWOORD: Ja, er is een online belastingdienst portaal. De URL van het belastingdienst serviceportaal is: [https://serviceportaal.belastingdienst.nl](https://serviceportaal.belastingdienst.nl) ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de URL van het belastingdienst serviceportaal ? 

ANTWOORD:"
20.2,Beschikbare online transactiediensten voor belastingen,"0= Onbekend, 1= Registratie +  Aangifte doen, 2= Registratie + Aangifte doen + Betaling, 3= Registratie + Aangifte doen + Betaling + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie +  Aangifte doen, 2= Registratie + Aangifte doen + Betaling, 3= Registratie + Aangifte doen + Betaling + Overig  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Beschikbare online transactiediensten voor belastingen ? 

ANTWOORD: 1. Geen online belastingdienst portaal. 2. Beschikbare online transactiediensten voor belastingen: Registratie + Aangifte doen + Betaling. 
VRAAG: Wat is de Beschikbare online transactiediensten voor belastingen ?, indien ja, wat is de Beschikbare online transactiediensten voor belastingen ? 

ANTWOORD: Registratie + Aangifte doen + Betaling. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie +  Aangifte doen, 2= Registratie + Aangifte doen + Betaling, 3= Registratie + Aangifte doen + Betaling + Overig  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Beschikbare online transactiediensten voor belastingen ? 

ANTWOORD:"
20.3,Elektronische facturering,"0= Nee, 1= Gepland / implementatie in uitvoering 2= Gedeeltelijk geïmplementeerd, 3= Volledig geïmplementeerd / verplicht","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Gepland / implementatie in uitvoering 2= Gedeeltelijk geïmplementeerd, 3= Volledig geïmplementeerd / verplicht  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Elektronische facturering ? 

ANTWOORD: 0= Nee, 1= Ja, 2= Elektronische facturering in ontwikkeling, 3= Elektronische facturering in uitvoering, 4= Elektronische facturering gedeeltelijk geïmplementeerd, 5= Elektronische facturering volledig geïmplementeerd / verplicht  

VRAAG: Is er een online belastingdienst portaal? 

ANTWOORD: 0= Nee, 1= Ja, 2= Belastingd","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Gepland / implementatie in uitvoering 2= Gedeeltelijk geïmplementeerd, 3= Volledig geïmplementeerd / verplicht  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Elektronische facturering ? 

ANTWOORD:"
20.4,Worden burgers/bedrijven betrokken bij het ontwerp van online belastingdiensten?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Worden burgers/bedrijven betrokken bij het ontwerp van online belastingdiensten? ? 

ANTWOORD: Ja, burgers en bedrijven worden betrokken bij het ontwerp van online belastingdiensten. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Worden burgers/bedrijven betrokken bij het ontwerp van online belastingdiensten? ? 

ANTWOORD:"
20.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD: 0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online belastingdienst portaal?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
21,Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften? ? 

ANTWOORD: 
0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik) ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften? ? 

ANTWOORD:"
21.1,URL van de e-Aangifteservice (of uitleg / rapport),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de URL van de e-Aangifteservice (of uitleg / rapport) ? 

ANTWOORD: Ja, e-Aangifte is beschikbaar voor: Belastingaangifte voor de inkomstenbelasting, vennootschapsbelasting, omzetbelasting, loonbelasting, dividendbelasting en kansspelbelasting. Douaneaangifte voor de aangifte ten invoer, uitvoer en voor de aangifte voor goederenverkeer binnen de EU. 
Meer vragen en antwoorden. 
 Hoe kan ik zaken doen met de overheid via het e-mail","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de URL van de e-Aangifteservice (of uitleg / rapport) ? 

ANTWOORD:"
21.2,Type e-Aangifteservice,0= Onbekend 1= Online e-aangifte services 2= Online e-Aangifte services + e-Betalingen,"Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend 1= Online e-aangifte services 2= Online e-Aangifte services + e-Betalingen  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Type e-Aangifteservice ? 

ANTWOORD: 1= Online e-aangifte services 2= Online e-Aangifte services + e-Betalingen 
","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend 1= Online e-aangifte services 2= Online e-Aangifte services + e-Betalingen  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Type e-Aangifteservice ? 

ANTWOORD:"
21.3,Beschikbaar voor alle belastingsoorten en douaneaangiften?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbaar voor alle belastingsoorten en douaneaangiften? ? 

ANTWOORD: 1 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbaar voor alle belastingsoorten en douaneaangiften? ? 

ANTWOORD:"
21.4,Beschikbare diensten voor interconnectiviteit met bedrijfsinformatiesystemen?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbare diensten voor interconnectiviteit met bedrijfsinformatiesystemen? ? 

ANTWOORD: 
0= Nee, 1= Ja  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbare diensten voor interconnectiviteit met bedrijfsinformatiesystemen? ? 

ANTWOORD:"
21.5,Beschikbare vooraf ingevulde aangiften?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbare vooraf ingevulde aangiften? ? 

ANTWOORD: 1. 
U kunt uw aangifte op internet invullen. 
VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbare vooraf ingevulde aangiften? ? 

ANTWOORD: 1. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is e-Aangifte beschikbaar voor belasting- en/of douaneaangiften?, indien ja, wat is de Beschikbare vooraf ingevulde aangiften? ? 

ANTWOORD:"
22,Zijn e-Betalingsdiensten beschikbaar?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Zijn e-Betalingsdiensten beschikbaar? ? 

ANTWOORD: 1 (in gebruik). ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Zijn e-Betalingsdiensten beschikbaar? ? 

ANTWOORD:"
22.1,URL van de e-Betalingsdienst (of uitleg / rapport),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de URL van de e-Betalingsdienst (of uitleg / rapport) ? 

ANTWOORD: [URL e-Betalingsdienst (of uitleg / rapport)] 
","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de URL van de e-Betalingsdienst (of uitleg / rapport) ? 

ANTWOORD:"
22.2,Type e-Betalingsdienst,"0= Onbekend, 1= Gefragmenteerde systemen; meerdere platformen, 2= Gecentraliseerd gedeeld platform","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gefragmenteerde systemen; meerdere platformen, 2= Gecentraliseerd gedeeld platform  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de Type e-Betalingsdienst ? 

ANTWOORD: 1= Onbekend, 2= Gecentraliseerd gedeeld platform. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Gefragmenteerde systemen; meerdere platformen, 2= Gecentraliseerd gedeeld platform  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de Type e-Betalingsdienst ? 

ANTWOORD:"
22.3,Beschikbare e-Betalingsmethoden?,"0= Onbekend, 1= Bankoverschrijving, 2= Bankoverschrijving + Credit-/Debetkaarten, 3= Bankoverschrijving + Credit-/Debetkaarten + Mobiel, 4= Bankoverschrijving + Credit-/Debetkaarten + Mobiel + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Bankoverschrijving, 2= Bankoverschrijving + Credit-/Debetkaarten, 3= Bankoverschrijving + Credit-/Debetkaarten + Mobiel, 4= Bankoverschrijving + Credit-/Debetkaarten + Mobiel + Overig  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de Beschikbare e-Betalingsmethoden? ? 

ANTWOORD: 0= Onbekend, 1= Bankoverschrijving, 2= Bankoverschrijving + Credit-/Debetkaarten, 3= Bankoverschrijving + Credit-/Debetkaarten + Mobiel, 4= Bankoverschrijving + Credit-/Debetkaarten + Mobiel + Overig ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Bankoverschrijving, 2= Bankoverschrijving + Credit-/Debetkaarten, 3= Bankoverschrijving + Credit-/Debetkaarten + Mobiel, 4= Bankoverschrijving + Credit-/Debetkaarten + Mobiel + Overig  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de Beschikbare e-Betalingsmethoden? ? 

ANTWOORD:"
22.4,e-Betalingsdienst voor overheids- / schatkistbetalingen?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de e-Betalingsdienst voor overheids- / schatkistbetalingen? ? 

ANTWOORD: 0= Nee, 1= Ja 
 
VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de e-Betalingsdienst voor overheids- / schatkistbetalingen?. 

ANTWOORD: 0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn e-Betalingsdiensten beschikbaar?, indien ja, wat is de e-Betalingsdienst voor overheids- / schatkistbetalingen? ? 

ANTWOORD:"
23,Is er een online douanediensten portaal (single window)?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online douanediensten portaal (single window)? ? 

ANTWOORD: 1 (in gebruik) ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online douanediensten portaal (single window)? ? 

ANTWOORD:"
23.1,URL van het douanesysteem serviceportaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de URL van het douanesysteem serviceportaal ? 

ANTWOORD: Ja, er is een online douanesysteem portaal (single window). 
URL van het douanesysteem serviceportaal: 
https://serviceportaal.douane.nl/ 
VRAAG: Hoe kan ik een bedrijfsbezoek aanvragen? 
 ANTWOORD: U kunt een bedrijfsbezoek aanvragen via het online vragenformulier van de Douane. 
VRAAG: Wat is de standaardprocedure voor de Douane als ik een bedrijfsbezoek aanv","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de URL van het douanesysteem serviceportaal ? 

ANTWOORD:"
